date,ret
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,0.0
2022-01-21,0.0
2022-01-23,0.0
2022-01-24,0.0
2022-01-25,0.0
2022-01-26,0.0
2022-01-27,0.0
2022-01-28,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,0.0
2022-02-02,0.0
2022-02-03,0.0
2022-02-04,0.0
2022-02-06,0.0
2022-02-07,0.0
2022-02-08,0.0
2022-02-09,0.0
2022-02-10,0.0
2022-02-11,0.0
2022-02-13,0.0
2022-02-14,0.0
2022-02-15,0.0
2022-02-16,0.0
2022-02-17,0.0
2022-02-18,0.0
2022-02-20,0.0
2022-02-21,0.0
2022-02-22,-0.0011692125000000164
2022-02-23,0.001320584043370765
2022-02-24,-0.0030417968842060272
2022-02-25,0.0
2022-02-27,0.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-06,0.0
2022-03-07,-0.000819766112102549
2022-03-08,0.003325416697802952
2022-03-09,-0.004063252055144684
2022-03-10,0.0006899309745471705
2022-03-11,-0.0001557875566848832
2022-03-13,-0.0006385875578103217
2022-03-14,-0.0009260979230795163
2022-03-15,0.00021697151879584986
2022-03-16,-0.00013344510839097268
2022-03-17,-1.044894139823338e-05
2022-03-18,0.0
2022-03-20,0.0
2022-03-21,0.0
2022-03-22,0.0
2022-03-23,-6.271692591264255e-05
2022-03-24,0.0005377237190009598
2022-03-25,-7.084997250417224e-05
2022-03-27,-5.9759402251446936e-05
2022-03-28,-0.0010765778058693387
2022-03-29,-0.0002780215943012365
2022-03-30,0.0
2022-03-31,0.0
2022-04-01,0.0
2022-04-03,0.0
2022-04-04,0.0
2022-04-05,0.0
2022-04-06,0.0
2022-04-07,0.0
2022-04-08,0.0
2022-04-10,0.0
2022-04-11,0.0
2022-04-12,0.0
2022-04-13,0.0
2022-04-14,0.0
2022-04-17,0.0
2022-04-18,-0.0007616827350910294
2022-04-19,-0.0013554733402283414
2022-04-20,0.0
2022-04-21,0.0
2022-04-22,0.0
2022-04-24,0.0
2022-04-25,0.0
2022-04-26,0.0
2022-04-27,0.0
2022-04-28,0.0
2022-04-29,0.0
2022-05-01,0.0
2022-05-02,0.0
2022-05-03,0.0
2022-05-04,0.0
2022-05-05,0.0
2022-05-06,0.0
2022-05-08,0.0
2022-05-09,0.0
2022-05-10,0.0
2022-05-11,-0.0014888917122739542
2022-05-12,0.00212700910166963
2022-05-13,0.0006398484204912513
2022-05-15,-0.00020081294322937815
2022-05-16,-0.00057090787943892
2022-05-17,0.0006040895434122895
2022-05-18,8.376973813484234e-05
2022-05-19,-0.0015717870967121295
2022-05-20,-0.0003105637357891933
2022-05-22,-0.0003205068727117899
2022-05-23,-1.7521886325311264e-05
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.00025055373480808996
2022-06-01,-0.0006246931745457207
2022-06-02,-0.0009845251369224872
2022-06-03,-0.001339188524463908
2022-06-05,-0.00010824183890223438
2022-06-06,-0.0003764613599966937
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,0.0
2022-06-12,0.0
2022-06-13,0.0
2022-06-14,0.0
2022-06-15,0.0
2022-06-16,0.0
2022-06-17,0.0
2022-06-19,0.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
